id,hopital,pays,region,type_dechet,poids_kg,cout_traitement,niveau_risque,mode_elimination,date_collecte,distance_traitement_km,conformite,type_conteneur,incident,entreprise_transport,service_origine
329,Hopital_17,Gabon,Adamaoua,Infectieux,141.48,17756.13,Élevé,Autoclave,2024-03-10,191.66,Oui,Sac rouge,Non,BioLogistics,Maladies Infectieuses
34,Hopital_16,Cameroun,Est,Infectieux,310.18,74391.37,Élevé,Incinération,2024-10-12,130.51,,Sac rouge,Non,SafeWaste,Maladies Infectieuses
514,Hopital_10,Gabon,Ouest,Pharmaceutiques,205.4,32403.68,Moyen,Incinération,2023-12-19,89.22,Non,Sac jaune,Non,BioLogistics,Pharmacie
417,Hopital_46,Cameroun,Ouest,Organiques,249.63,5287.8,Faible,Enfouissement,2024-03-01,185.44,Oui,Carton DASRI,Non,CleanMed,Restauration
310,Hopital_29,RDC,Sud-Ouest,Piqûres/Coupures,273.78,61241.11,Élevé,Incinération,2024-10-28,8.63,Non,Conteneur rigide,Oui,Hopital Service,Urgences
174,Hopital_6,Sénégal,Adamaoua,Organiques,403.4,8510.0,Faible,Enfouissement,2024-09-15,130.51,Partielle,Fût,Non,SafeWaste,Maternité
666,Hopital_1,Bénin,Ouest,Radioactifs,37.09,8943.85,Élevé,Incinération,2024-08-18,191.81,Partielle,Sac rouge,Non,CleanMed,Oncologie
683,Hopital_39,Gabon,Littoral,Radioactifs,453.15,92432.54,Élevé,Incinération,2024-01-10,130.51,Partielle,Fût,Non,BioLogistics,Oncologie
494,Hopital_30,RDC,Littoral,Organiques,458.4,9669.65,Faible,Enfouissement,2024-07-20,26.3,,Sac jaune,Non,EcoTrans,Maternité
443,Hopital_39,Bénin,Est,Radioactifs,30.7,6941.91,Élevé,Incinération,2023-09-10,144.32,En attente,Carton DASRI,Non,,Oncologie
58,Hopital_47,Cameroun,Sud,Pharmaceutiques,220.66,35910.27,Moyen,Incinération,2023-07-02,203.7,Partielle,Sac rouge,Non,BioLogistics,Pharmacie
34,Hopital_16,Cameroun,Est,Infectieux,310.18,66721.62,Élevé,Incinération,2024-10-12,130.51,,Sac rouge,Non,SafeWaste,Laboratoire
562,Hopital_34,Bénin,Littoral,Pharmaceutiques,135.85,20509.82,Moyen,Incinération,2023-11-13,219.33,Oui,Sac rouge,Non,SafeWaste,Pharmacie
16,Hopital_3,Togo,Est,Chimiques,373.12,39400.58,Moyen,Désinfection chimique,2024-03-12,12.48,En attente,Conteneur rigide,Non,CleanMed,Laboratoire
233,Hopital_11,Bénin,Adamaoua,Piqûres/Coupures,253.1,59152.07,Élevé,Incinération,2023-07-10,183.98,Partielle,Sac rouge,Non,EcoTrans,Soins Intensifs
203,Hopital_32,Sénégal,Ouest,Chimiques,482.27,44121.72,Moyen,Désinfection chimique,2023-06-03,9.13,Oui,Sac jaune,Oui,BioLogistics,Laboratoire
67,Hopital_6,Côte d'Ivoire,Extrême-Nord,Infectieux,466.62,55669.33,Élevé,Autoclave,2023-07-17,131.61,Oui,Conteneur rigide,Non,SafeWaste,Maladies Infectieuses
510,Hopital_5,RDC,Adamaoua,Piqûres/Coupures,323.27,79887.42,Élevé,Incinération,2023-04-16,130.51,,Sac rouge,Non,CleanMed,Urgences
536,Hopital_43,Gabon,Extrême-Nord,Chimiques,145.33,15003.68,Moyen,Désinfection chimique,2024-11-03,196.55,Oui,Conteneur rigide,Non,Hopital Service,Maintenance
107,Hopital_11,Gabon,Ouest,Chimiques,328.82,33626.51,Moyen,Désinfection chimique,2023-02-20,245.86,Oui,Carton DASRI,Non,Hopital Service,Laboratoire
84,Hopital_40,Gabon,Nord,Infectieux,137.26,19163.38,Moyen,Incinération,2023-05-17,179.47,Partielle,Sac rouge,Non,EcoTrans,Maladies Infectieuses
618,Hopital_19,RDC,Extrême-Nord,Pharmaceutiques,427.13,59368.86,Moyen,Incinération,2024-09-15,116.05,Non,Fût,Oui,Hopital Service,Pharmacie
690,Hopital_28,Bénin,Sud-Ouest,Piqûres/Coupures,179.55,22881.51,Élevé,Autoclave,2023-11-05,72.88,Partielle,Sac jaune,Oui,BioLogistics,Soins Intensifs
106,Hopital_24,RDC,Ouest,Organiques,375.94,7075.93,Faible,Enfouissement,2023-01-23,18.41,Partielle,Conteneur rigide,Non,Hopital Service,Restauration
199,Hopital_44,Cameroun,Centre,Infectieux,328.73,27236.65,Moyen,Autoclave,2023-11-22,65.57,Oui,Sac jaune,Non,BioLogistics,Chirurgie
526,Hopital_28,Cameroun,Nord,Chimiques,253.22,25951.31,Moyen,Désinfection chimique,2024-05-09,130.51,Non,Sac jaune,Non,EcoTrans,Maintenance
230,Hopital_6,Côte d'Ivoire,Sud-Ouest,Piqûres/Coupures,42.65,10350.64,Élevé,Incinération,2024-07-24,127.04,Oui,Sac rouge,Non,EcoTrans,Soins Intensifs
503,Hopital_39,Gabon,Sud,Infectieux,84.26,20237.65,Élevé,Incinération,2023-08-14,243.38,Partielle,Conteneur rigide,Non,SafeWaste,Maladies Infectieuses
104,Hopital_44,Cameroun,Centre,Radioactifs,249.63,59985.92,Élevé,Incinération,2024-04-22,139.56,Partielle,Fût,Non,BioLogistics,Oncologie
138,Hopital_14,RDC,Est,Radioactifs,365.68,89942.87,Élevé,Incinération,2023-06-27,130.51,Non,Conteneur rigide,Non,Hopital Service,Radiologie
512,Hopital_34,Cameroun,Est,Piqûres/Coupures,170.96,40602.55,Élevé,Incinération,2023-06-19,34.3,Partielle,Sac rouge,Non,BioLogistics,Urgences
189,Hopital_41,RDC,Sud-Ouest,Pharmaceutiques,226.17,30684.17,Moyen,Incinération,2024-12-04,237.9,Non,Carton DASRI,Oui,Hopital Service,Pharmacie
291,Hopital_48,Gabon,Extrême-Nord,Chimiques,256.81,27565.75,Moyen,Désinfection chimique,2024-12-21,181.9,En attente,Fût,Non,EcoTrans,Laboratoire
43,Hopital_39,Togo,Ouest,Infectieux,281.18,35130.62,Élevé,Autoclave,2023-09-14,48.01,Non,Sac rouge,Non,CleanMed,Laboratoire
404,Hopital_42,RDC,Est,Organiques,104.29,2023.91,Faible,Enfouissement,2023-10-10,11.93,Non,Sac rouge,Non,SafeWaste,Maternité
566,Hopital_50,Sénégal,Sud-Ouest,Pharmaceutiques,290.65,42081.06,Moyen,Incinération,2023-02-28,159.2,Non,Carton DASRI,Non,Hopital Service,Oncologie
186,Hopital_1,RDC,Centre,Organiques,439.91,9598.64,Faible,Enfouissement,2024-02-28,47.37,Partielle,Conteneur rigide,Non,BioLogistics,Restauration
261,Hopital_40,Côte d'Ivoire,Nord,Organiques,414.3,7847.57,Faible,Enfouissement,2024-05-29,145.62,Non,Sac rouge,Non,Hopital Service,Services Généraux
285,Hopital_37,Côte d'Ivoire,Adamaoua,Organiques,428.01,8401.0,Faible,Enfouissement,2023-03-01,238.98,Partielle,Conteneur rigide,Non,Hopital Service,Services Généraux
162,Hopital_15,Bénin,Nord,Pharmaceutiques,229.69,34667.95,Moyen,Incinération,2024-01-27,57.16,Oui,Sac rouge,Non,EcoTrans,Pharmacie
56,Hopital_44,RDC,Est,Chimiques,394.52,42899.86,Moyen,Désinfection chimique,2023-05-02,61.04,En attente,Sac jaune,Non,EcoTrans,Maintenance
97,Hopital_45,Cameroun,Sud-Ouest,Radioactifs,41.22,8553.56,Élevé,Incinération,2024-01-30,17.92,Oui,Fût,Non,BioLogistics,Oncologie
612,Hopital_12,Gabon,Sud,Chimiques,413.93,39090.87,Moyen,Désinfection chimique,2023-04-01,130.51,En attente,Sac jaune,Non,Hopital Service,Maintenance
398,Hopital_33,Côte d'Ivoire,Nord,Chimiques,485.79,52653.74,Moyen,Désinfection chimique,2024-10-23,18.53,Partielle,Fût,Non,CleanMed,Maintenance
188,Hopital_13,Gabon,Nord,Infectieux,120.16,27746.44,Élevé,Incinération,2023-04-15,173.59,Partielle,Carton DASRI,Non,SafeWaste,Laboratoire
7,Hopital_39,Bénin,Est,Radioactifs,366.8,88639.47,Élevé,Incinération,2024-06-05,147.92,Partielle,Sac jaune,Non,EcoTrans,Radiologie
120,Hopital_8,Sénégal,Ouest,Organiques,33.62,656.7,Faible,Enfouissement,2024-09-26,90.86,Partielle,Conteneur rigide,Non,CleanMed,Restauration
343,Hopital_34,Côte d'Ivoire,Est,Piqûres/Coupures,25.02,2844.08,Élevé,Autoclave,2024-11-11,130.51,Oui,Conteneur rigide,Non,SafeWaste,Soins Intensifs
570,Hopital_36,RDC,Ouest,Infectieux,244.96,29358.12,Élevé,Autoclave,2024-08-29,202.91,En attente,Fût,Non,,Maladies Infectieuses
65,Hopital_4,Bénin,Est,Infectieux,368.1,43261.48,Élevé,Autoclave,2024-06-03,166.12,Oui,Sac jaune,Non,EcoTrans,Maladies Infectieuses
183,Hopital_25,Cameroun,Littoral,Pharmaceutiques,260.17,36902.73,Moyen,Incinération,2024-12-25,46.97,Non,Conteneur rigide,Non,SafeWaste,Pharmacie
12,Hopital_24,Bénin,Extrême-Nord,Chimiques,249.63,24362.71,Moyen,Désinfection chimique,2024-06-01,219.58,Non,Conteneur rigide,Non,SafeWaste,Maintenance
47,Hopital_14,Togo,Extrême-Nord,Organiques,402.69,7693.4,Faible,Enfouissement,2023-12-23,130.51,Partielle,Carton DASRI,Non,CleanMed,Maternité
530,Hopital_24,Sénégal,Ouest,Radioactifs,16.45,4053.55,Élevé,Incinération,2024-05-30,130.51,Partielle,Sac jaune,Non,SafeWaste,Radiologie
435,Hopital_15,Côte d'Ivoire,Est,Piqûres/Coupures,155.38,35412.86,Élevé,Incinération,2024-12-18,136.76,En attente,Conteneur rigide,Non,SafeWaste,Urgences
117,Hopital_28,Bénin,Sud-Ouest,Piqûres/Coupures,379.94,88551.64,Élevé,Incinération,2023-04-27,170.13,Oui,Sac jaune,Non,CleanMed,Chirurgie
229,Hopital_32,Sénégal,Sud,Infectieux,308.03,71285.24,Élevé,Incinération,2024-05-20,178.09,Partielle,Conteneur rigide,Non,BioLogistics,Urgences
501,Hopital_48,Côte d'Ivoire,Adamaoua,Chimiques,344.51,37531.47,Moyen,Désinfection chimique,2023-12-10,232.2,En attente,Fût,Non,Hopital Service,Maintenance
621,Hopital_5,Bénin,Est,Organiques,446.65,8342.95,Faible,Enfouissement,2023-09-01,11.65,Oui,Sac jaune,Non,Hopital Service,Restauration
531,Hopital_12,Sénégal,Sud-Ouest,Infectieux,194.61,40278.09,Élevé,Incinération,2024-02-18,146.69,Non,Conteneur rigide,Oui,Hopital Service,Laboratoire
132,Hopital_27,Togo,Sud,Radioactifs,249.63,52002.55,Élevé,Incinération,2024-04-15,241.12,En attente,Sac rouge,Non,EcoTrans,Oncologie
490,Hopital_28,Cameroun,Ouest,Organiques,223.76,4348.17,Faible,Enfouissement,2023-01-29,130.51,Oui,Sac jaune,Non,EcoTrans,Restauration
63,Hopital_50,Togo,Sud-Ouest,Infectieux,111.09,24236.68,Élevé,Incinération,2024-02-06,249.04,Non,Fût,Non,Hopital Service,Maladies Infectieuses
224,Hopital_1,Côte d'Ivoire,Extrême-Nord,Piqûres/Coupures,92.93,19037.86,Élevé,Incinération,2024-01-20,22.49,Oui,Sac jaune,Non,Hopital Service,Chirurgie
321,Hopital_33,Sénégal,Ouest,Organiques,455.47,9350.44,Faible,Enfouissement,2024-09-01,186.2,En attente,Fût,Non,SafeWaste,Restauration
250,Hopital_20,Sénégal,Sud-Ouest,Chimiques,94.52,9418.04,Moyen,Désinfection chimique,2023-11-25,105.88,Partielle,Conteneur rigide,Non,EcoTrans,Laboratoire
335,Hopital_46,Sénégal,Ouest,Organiques,121.71,2503.0,Faible,Enfouissement,2024-11-15,137.97,En attente,Sac jaune,Non,BioLogistics,Restauration
196,Hopital_37,Sénégal,Centre,Piqûres/Coupures,269.81,61776.17,Élevé,Incinération,2024-03-14,129.79,Partielle,Fût,Non,SafeWaste,Urgences
563,Hopital_41,Togo,Sud-Ouest,Piqûres/Coupures,483.24,119399.51,Élevé,Incinération,2024-08-22,12.11,Oui,Sac jaune,Non,CleanMed,Urgences
360,Hopital_29,Gabon,Centre,Organiques,299.89,6078.67,Faible,Enfouissement,2024-06-06,89.35,En attente,Fût,Non,CleanMed,Services Généraux
601,Hopital_20,Cameroun,Centre,Chimiques,188.29,19165.22,Moyen,Désinfection chimique,2024-04-03,19.8,Oui,Conteneur rigide,Non,CleanMed,Oncologie
267,Hopital_28,Cameroun,Ouest,Infectieux,249.63,28699.53,Élevé,Autoclave,2024-08-27,179.04,En attente,Sac jaune,Non,BioLogistics,Maladies Infectieuses
682,Hopital_19,Bénin,Adamaoua,Organiques,203.15,3991.77,Faible,Enfouissement,2024-03-21,223.82,Partielle,Conteneur rigide,Non,,Restauration
548,Hopital_12,RDC,Littoral,Piqûres/Coupures,193.37,42951.76,Élevé,Incinération,2024-07-12,235.09,Partielle,Carton DASRI,Non,EcoTrans,Soins Intensifs
460,Hopital_28,Côte d'Ivoire,Centre,Infectieux,297.24,47214.56,Faible,Incinération,2024-11-26,130.51,En attente,Conteneur rigide,Oui,,Maladies Infectieuses
446,Hopital_45,Togo,Extrême-Nord,Radioactifs,58.13,13475.49,Élevé,Incinération,2024-06-30,149.55,Partielle,Carton DASRI,Oui,Hopital Service,Radiologie
555,Hopital_17,Côte d'Ivoire,Sud,Pharmaceutiques,416.99,61086.74,Moyen,Incinération,2024-12-02,130.51,Partielle,Carton DASRI,Non,CleanMed,Pharmacie
314,Hopital_2,Togo,Centre,Organiques,211.85,4215.39,Faible,Enfouissement,2023-01-03,204.81,Non,Sac jaune,Non,BioLogistics,Restauration
22,Hopital_38,RDC,Extrême-Nord,Pharmaceutiques,153.5,22425.22,Faible,Incinération,2023-11-15,17.12,Partielle,Conteneur rigide,Non,Hopital Service,Pharmacie
349,Hopital_33,Bénin,Ouest,Chimiques,93.48,8693.08,Moyen,Désinfection chimique,2024-12-22,129.21,Non,Carton DASRI,Non,EcoTrans,Laboratoire
506,Hopital_30,Côte d'Ivoire,Ouest,Chimiques,445.16,43941.81,Moyen,Désinfection chimique,2024-06-12,54.14,Non,Conteneur rigide,Non,SafeWaste,Laboratoire
266,Hopital_11,Togo,Sud-Ouest,Piqûres/Coupures,51.22,12690.61,Élevé,Incinération,2024-04-09,142.75,Non,Fût,Non,SafeWaste,Chirurgie
79,Hopital_48,Côte d'Ivoire,Adamaoua,Radioactifs,181.76,40465.62,Élevé,Incinération,2024-12-03,86.91,Oui,Conteneur rigide,Non,SafeWaste,Radiologie
366,Hopital_24,Côte d'Ivoire,Est,Organiques,439.61,8945.05,Faible,Enfouissement,2023-02-04,18.85,Oui,Carton DASRI,Non,SafeWaste,Maternité
13,Hopital_36,Côte d'Ivoire,Est,Piqûres/Coupures,3.61,866.22,Élevé,Incinération,2023-04-08,68.15,Partielle,Sac jaune,Non,Hopital Service,Chirurgie
296,Hopital_33,Sénégal,Extrême-Nord,Pharmaceutiques,326.93,45408.41,Moyen,Incinération,2023-07-02,170.53,Oui,Fût,Non,BioLogistics,Pharmacie
471,Hopital_32,Côte d'Ivoire,Adamaoua,Pharmaceutiques,71.93,9988.24,Moyen,Incinération,2023-09-25,222.99,,Conteneur rigide,Non,EcoTrans,Pharmacie
592,Hopital_49,Cameroun,Est,Piqûres/Coupures,138.61,30927.05,Élevé,Incinération,2024-01-04,184.86,Partielle,Conteneur rigide,Non,SafeWaste,Urgences
431,Hopital_22,Bénin,Ouest,Piqûres/Coupures,249.63,51086.51,Élevé,Incinération,2024-06-17,156.2,En attente,Sac rouge,Non,Hopital Service,Urgences
41,Hopital_21,Bénin,Adamaoua,Infectieux,33.36,8059.13,Élevé,Incinération,2023-04-11,92.26,Oui,Carton DASRI,Non,Hopital Service,Maladies Infectieuses
629,Hopital_39,Bénin,Est,Chimiques,238.94,23784.7,Moyen,Désinfection chimique,2024-04-04,181.24,Oui,Fût,Non,SafeWaste,Laboratoire
101,Hopital_9,Cameroun,Centre,Infectieux,365.02,40459.53,Élevé,Autoclave,2023-12-18,130.51,Partielle,Carton DASRI,Non,BioLogistics,Urgences
655,Hopital_50,Gabon,Centre,Piqûres/Coupures,307.19,74740.04,Élevé,Incinération,2023-12-31,128.01,Partielle,Fût,Non,EcoTrans,Chirurgie
667,Hopital_22,Cameroun,Nord,Infectieux,477.6,98382.59,Élevé,Incinération,2023-01-28,125.27,Partielle,Fût,Non,BioLogistics,Urgences
424,Hopital_34,Togo,Littoral,Pharmaceutiques,247.28,38300.48,Moyen,Incinération,2023-08-19,35.57,En attente,Sac jaune,Non,SafeWaste,Pharmacie
307,Hopital_25,RDC,Sud-Ouest,Pharmaceutiques,224.08,32430.45,Moyen,Incinération,2024-04-11,18.52,Partielle,Sac rouge,Non,BioLogistics,Oncologie
652,Hopital_40,Cameroun,Sud,Pharmaceutiques,329.61,47278.54,Moyen,Incinération,2023-12-03,5.3,En attente,Conteneur rigide,Non,EcoTrans,Oncologie
88,Hopital_18,Cameroun,Ouest,Infectieux,130.39,15830.77,Élevé,Autoclave,2023-08-23,86.95,Oui,Sac rouge,Oui,,Urgences
217,Hopital_2,RDC,Extrême-Nord,Infectieux,159.06,35130.36,Élevé,Incinération,2023-01-24,33.92,En attente,Carton DASRI,Non,Hopital Service,Urgences
358,Hopital_28,Gabon,Littoral,Radioactifs,32.76,7091.31,Élevé,Incinération,2024-07-09,57.35,Partielle,Carton DASRI,Non,Hopital Service,Oncologie
507,Hopital_37,Sénégal,Nord,Chimiques,173.59,19012.14,Moyen,Désinfection chimique,2023-09-21,138.81,Non,Conteneur rigide,Non,SafeWaste,Laboratoire
301,Hopital_36,RDC,Littoral,Chimiques,332.83,34935.04,Moyen,Désinfection chimique,2023-08-22,246.54,Partielle,Sac jaune,Oui,SafeWaste,Laboratoire
509,Hopital_10,RDC,Ouest,Piqûres/Coupures,13.7,3062.64,Élevé,Incinération,2023-06-23,94.8,En attente,Sac jaune,Non,SafeWaste,Chirurgie
595,Hopital_25,Sénégal,Extrême-Nord,Chimiques,75.25,7462.42,Moyen,Désinfection chimique,2023-03-02,130.51,Partielle,Conteneur rigide,Non,Hopital Service,Laboratoire
351,Hopital_48,Bénin,Sud,Piqûres/Coupures,120.52,13538.73,Élevé,Autoclave,2024-07-13,141.11,Partielle,Sac rouge,Non,Hopital Service,Soins Intensifs
659,Hopital_29,Bénin,Ouest,Organiques,249.63,5242.13,Faible,Enfouissement,2023-03-29,20.57,Oui,Fût,Non,SafeWaste,Services Généraux
187,Hopital_27,Togo,Nord,Organiques,435.42,9100.46,Faible,Enfouissement,2023-05-06,130.51,Partielle,Sac rouge,Non,CleanMed,Maternité
631,Hopital_42,Cameroun,Adamaoua,Infectieux,361.63,80718.4,Élevé,Incinération,2023-03-23,10.59,Oui,Sac jaune,Non,BioLogistics,Laboratoire
478,Hopital_39,Sénégal,Extrême-Nord,Chimiques,62.38,6286.07,Moyen,Désinfection chimique,2024-09-16,221.15,Partielle,Fût,Non,SafeWaste,Laboratoire
146,Hopital_9,Côte d'Ivoire,Est,Radioactifs,304.66,62079.95,Élevé,Incinération,2023-12-13,130.51,Partielle,Sac jaune,Non,Hopital Service,Radiologie
605,Hopital_13,Cameroun,Sud,Pharmaceutiques,193.88,31616.39,Moyen,Incinération,2023-01-31,91.16,Oui,Fût,Non,EcoTrans,Pharmacie
142,Hopital_26,Sénégal,Ouest,Piqûres/Coupures,99.85,24641.41,Élevé,Incinération,2024-10-26,94.8,En attente,Sac jaune,Non,SafeWaste,Chirurgie
599,Hopital_17,Bénin,Adamaoua,Infectieux,431.91,100222.36,Élevé,Incinération,2024-04-06,130.51,En attente,Fût,Oui,SafeWaste,Laboratoire
585,Hopital_39,Togo,Littoral,Radioactifs,361.35,89309.02,Élevé,Incinération,2023-02-04,62.13,En attente,Conteneur rigide,Non,Hopital Service,Radiologie
74,Hopital_34,Cameroun,Centre,Piqûres/Coupures,420.06,89976.52,Élevé,Incinération,2023-03-19,5.06,Non,Fût,Non,EcoTrans,Urgences
80,Hopital_15,Bénin,Nord,Organiques,167.92,3341.27,Faible,Enfouissement,2023-01-30,150.79,Non,Carton DASRI,Non,BioLogistics,Restauration
42,Hopital_9,Sénégal,Ouest,Chimiques,290.41,28262.85,Moyen,Désinfection chimique,2024-01-04,99.97,En attente,Sac jaune,Non,SafeWaste,Maintenance
583,Hopital_18,Côte d'Ivoire,Sud,Radioactifs,482.05,102308.95,Élevé,Incinération,2024-06-19,11.96,Partielle,Conteneur rigide,Non,CleanMed,Oncologie
109,Hopital_8,Cameroun,Sud,Radioactifs,35.41,8648.54,Élevé,Incinération,2024-02-04,146.17,En attente,Fût,Non,CleanMed,Radiologie
26,Hopital_12,RDC,Extrême-Nord,Chimiques,224.86,24112.58,Moyen,Désinfection chimique,2024-09-16,225.94,Non,Fût,Non,EcoTrans,Oncologie
688,Hopital_28,Gabon,Centre,Organiques,489.51,9922.17,Faible,Enfouissement,2023-04-17,130.51,Oui,Conteneur rigide,Oui,SafeWaste,Restauration
192,Hopital_6,Cameroun,Nord,Radioactifs,14.56,3142.48,Élevé,Incinération,2023-01-18,125.62,Partielle,Sac rouge,Non,EcoTrans,Radiologie
254,Hopital_3,Sénégal,Sud-Ouest,Infectieux,355.41,74398.55,Élevé,Incinération,2023-01-28,221.6,Oui,Conteneur rigide,Non,Hopital Service,Chirurgie
76,Hopital_36,Sénégal,Ouest,Organiques,286.36,6292.41,Faible,Enfouissement,2023-01-18,152.84,Non,Conteneur rigide,Oui,SafeWaste,Services Généraux
372,Hopital_33,Sénégal,Littoral,Chimiques,387.17,36264.12,Moyen,Désinfection chimique,2024-09-17,186.33,Oui,Carton DASRI,Non,CleanMed,Laboratoire
699,Hopital_25,Côte d'Ivoire,Nord,Piqûres/Coupures,341.63,42355.2,Élevé,Autoclave,2024-06-20,163.11,En attente,Conteneur rigide,Non,SafeWaste,Urgences
239,Hopital_6,Bénin,Sud-Ouest,Organiques,83.81,2431.65,Élevé,Enfouissement,2023-06-25,130.47,Partielle,Conteneur rigide,Non,CleanMed,Restauration
689,Hopital_20,Gabon,Ouest,Radioactifs,302.14,70895.12,Élevé,Incinération,2023-06-19,220.58,Partielle,Sac jaune,Non,CleanMed,Radiologie
370,Hopital_31,RDC,Adamaoua,Piqûres/Coupures,159.16,35615.55,Élevé,Incinération,2024-02-12,104.75,Non,Sac rouge,Non,,Chirurgie
87,Hopital_45,RDC,Nord,Radioactifs,470.4,113875.17,Élevé,Incinération,2024-05-23,148.4,Non,Fût,Non,SafeWaste,Radiologie
57,Hopital_8,Cameroun,Ouest,Organiques,259.12,5484.24,Faible,Enfouissement,2024-02-20,34.42,Partielle,Fût,Non,BioLogistics,Restauration
449,Hopital_47,Bénin,Ouest,Infectieux,249.63,60459.51,Élevé,Incinération,2024-09-04,70.13,Oui,Carton DASRI,Non,EcoTrans,Maladies Infectieuses
90,Hopital_24,Bénin,Sud,Organiques,249.63,5329.27,Faible,Enfouissement,2023-11-30,73.09,Partielle,Sac rouge,Non,EcoTrans,Restauration
386,Hopital_50,Sénégal,Ouest,Pharmaceutiques,475.31,67863.8,Moyen,Incinération,2023-04-12,148.3,Non,Carton DASRI,Non,Hopital Service,Pharmacie
134,Hopital_1,Cameroun,Nord,Organiques,468.47,10186.19,Faible,Enfouissement,2024-11-17,200.36,Partielle,Fût,Non,Hopital Service,Restauration
334,Hopital_22,Côte d'Ivoire,Ouest,Organiques,49.17,1112.82,Faible,Enfouissement,2023-02-17,163.01,Partielle,Sac jaune,Non,,Services Généraux
201,Hopital_15,Togo,Littoral,Infectieux,249.63,58723.23,Élevé,Incinération,2023-11-26,240.54,Oui,Conteneur rigide,Non,EcoTrans,Urgences
181,Hopital_11,Sénégal,Centre,Piqûres/Coupures,165.78,21045.89,Élevé,Autoclave,2023-07-13,20.21,Oui,Carton DASRI,Non,EcoTrans,Vaccination
434,Hopital_6,Cameroun,Littoral,Chimiques,304.34,28825.1,Moyen,Désinfection chimique,2024-04-17,148.15,Partielle,Fût,Non,BioLogistics,Laboratoire
167,Hopital_32,Côte d'Ivoire,Centre,Chimiques,334.84,33631.85,Moyen,Désinfection chimique,2024-12-29,195.89,En attente,Carton DASRI,Oui,,Laboratoire
669,Hopital_7,Cameroun,Ouest,Pharmaceutiques,150.48,21180.28,Moyen,Incinération,2023-03-27,185.5,Oui,Carton DASRI,Non,BioLogistics,Oncologie
38,Hopital_3,Gabon,Sud,Organiques,294.51,6347.6,Faible,Enfouissement,2024-11-03,130.51,En attente,Sac jaune,Oui,CleanMed,Restauration
547,Hopital_13,Bénin,Ouest,Pharmaceutiques,195.35,30981.17,Moyen,Incinération,2024-10-04,14.6,En attente,Conteneur rigide,Non,Hopital Service,Pharmacie
223,Hopital_33,Côte d'Ivoire,Sud,Chimiques,249.63,23579.38,Moyen,Désinfection chimique,2024-07-31,126.62,Oui,Fût,Non,Hopital Service,Maintenance
645,Hopital_10,Cameroun,Ouest,Organiques,8.14,243.57,Faible,Enfouissement,2024-04-03,137.1,Non,Carton DASRI,Non,SafeWaste,Restauration
24,Hopital_21,Cameroun,Nord,Chimiques,498.17,53840.34,Moyen,Désinfection chimique,2024-05-04,163.16,Partielle,Conteneur rigide,Non,Hopital Service,Laboratoire
677,Hopital_44,RDC,Centre,Radioactifs,148.35,34956.33,Élevé,Incinération,2024-05-19,213.82,Non,Conteneur rigide,Non,CleanMed,Oncologie
456,Hopital_30,Cameroun,Ouest,Radioactifs,249.63,60341.51,Élevé,Incinération,2023-07-29,175.14,En attente,Sac jaune,Non,,Radiologie
401,Hopital_48,Togo,Adamaoua,Chimiques,98.85,9300.74,Moyen,Désinfection chimique,2024-05-07,214.72,Oui,Conteneur rigide,Non,CleanMed,Oncologie
61,Hopital_17,Togo,Centre,Organiques,217.58,4540.55,Faible,Enfouissement,2024-05-08,222.87,Oui,Sac jaune,Non,CleanMed,Restauration
496,Hopital_5,Sénégal,Centre,Piqûres/Coupures,160.11,35933.42,Élevé,Incinération,2024-10-16,60.81,Oui,Sac jaune,Non,BioLogistics,Vaccination
400,Hopital_43,Cameroun,Nord,Infectieux,249.63,36599.18,Faible,Incinération,2024-08-21,239.24,En attente,Carton DASRI,Non,EcoTrans,Laboratoire
31,Hopital_27,Gabon,Littoral,Piqûres/Coupures,206.9,46385.26,Élevé,Incinération,2024-09-13,26.21,Non,Carton DASRI,Non,SafeWaste,Urgences
551,Hopital_2,Bénin,Ouest,Chimiques,77.92,7673.85,Moyen,Désinfection chimique,2024-12-04,190.4,En attente,Conteneur rigide,Non,CleanMed,Oncologie
289,Hopital_35,RDC,Centre,Pharmaceutiques,321.8,50513.98,Moyen,Incinération,2023-05-13,187.52,Non,Sac jaune,Non,EcoTrans,Pharmacie
27,Hopital_22,RDC,Est,Piqûres/Coupures,361.31,84760.54,Élevé,Incinération,2023-04-14,130.51,Oui,Sac rouge,Non,,Chirurgie
610,Hopital_41,Gabon,Sud-Ouest,Infectieux,490.39,114597.91,Élevé,Incinération,2024-09-17,201.25,,Sac jaune,Non,CleanMed,Laboratoire
525,Hopital_49,RDC,Sud,Pharmaceutiques,14.74,2123.4,Moyen,Incinération,2024-03-29,170.96,En attente,Fût,Non,EcoTrans,Pharmacie
550,Hopital_46,Togo,Extrême-Nord,Chimiques,271.16,27356.44,Moyen,Désinfection chimique,2024-02-07,204.86,En attente,Conteneur rigide,Non,EcoTrans,Laboratoire
653,Hopital_42,RDC,Est,Infectieux,383.29,62132.36,Faible,Incinération,2024-10-06,184.28,En attente,Sac jaune,Non,BioLogistics,Maladies Infectieuses
18,Hopital_2,Côte d'Ivoire,Nord,Organiques,479.08,10403.23,Faible,Enfouissement,2024-04-03,246.93,Non,Sac rouge,Non,,Restauration
